k,query_count,point_count,algorithm,dim,time,throughput
32,64,16777216,AIR Top-$K$,1,0.006770949199999999,158580694121.88177
32,64,16777216,BlockSelect,1,0.0587337185,18281522972.19186
32,64,16777216,GridSelect,1,0.0038355237,279946601294.6289
32,64,16777216,bits,1,0.0030240858,355063280281.26715
32,256,4194304,AIR Top-$K$,1,0.006414420799999999,167394977267.4721
32,256,4194304,BlockSelect,1,0.0148562226,72275561083.74413
32,256,4194304,GridSelect,1,0.0053876806999999995,199295742229.11914
32,256,4194304,bits,1,0.0023419419,458483544788.19476
32,1024,1048576,AIR Top-$K$,1,0.0066672572,161047008056.0264
32,1024,1048576,BlockSelect,1,0.0041465420000000005,258948739455.67172
32,1024,1048576,GridSelect,1,0.004241217,253168329750.63525
32,1024,1048576,bits,1,0.0022456953000000003,478133353175.7402
32,4096,262144,AIR Top-$K$,1,0.0065950692,162809788864.68695
32,4096,262144,BlockSelect,1,0.0042900457,250286803238.483
32,4096,262144,GridSelect,1,0.0042920054,250172524014.0658
32,4096,262144,bits,1,0.0022515163,476897202121.0773
64,64,16777216,AIR Top-$K$,1,0.0065407016,164163095897.8468
64,64,16777216,BlockSelect,1,0.058767478100000006,18271020957.76337
64,64,16777216,GridSelect,1,0.0039059307,274900377520.7789
64,64,16777216,bits,1,0.0030351316,353771093154.57684
64,256,4194304,AIR Top-$K$,1,0.0064117517,167464660866.39008
64,256,4194304,BlockSelect,1,0.0149224886,71954608429.0525
64,256,4194304,GridSelect,1,0.0054904673,195564742549.32727
64,256,4194304,bits,1,0.0023470726,457481299896.7309
64,1024,1048576,AIR Top-$K$,1,0.0065841265,163080375809.91193
64,1024,1048576,BlockSelect,1,0.0043582753000000005,246368517381.17596
64,1024,1048576,GridSelect,1,0.004344949,247124148983.1066
64,1024,1048576,bits,1,0.0022581606,475494003393.73553
64,4096,262144,AIR Top-$K$,1,0.006634638399999999,161838785969.10422
64,4096,262144,BlockSelect,1,0.0047115906,227893701969.7764
64,4096,262144,GridSelect,1,0.0043898227,244597993445.1567
64,4096,262144,bits,1,0.0022681453,473400810785.79926
128,64,16777216,AIR Top-$K$,1,0.0065261953,164527994434.98114
128,64,16777216,BlockSelect,1,0.05870858650000001,18289348935.355476
128,64,16777216,GridSelect,1,0.0071732289,149687377744.21222
128,64,16777216,bits,1,0.0030490499,352156199214.7127
128,256,4194304,AIR Top-$K$,1,0.006456712000000001,166298547000.39276
128,256,4194304,BlockSelect,1,0.014958412199999998,71781804755.98875
128,256,4194304,GridSelect,1,0.0080222356,133845710539.84004
128,256,4194304,bits,1,0.0023654107,453934627081.88477
128,1024,1048576,AIR Top-$K$,1,0.006592294899999999,162878305702.0098
128,1024,1048576,BlockSelect,1,0.004505213100000001,238333193162.38333
128,1024,1048576,GridSelect,1,0.0043904762,244561586280.77747
128,1024,1048576,bits,1,0.0023157443,463670286913.80133
128,4096,262144,AIR Top-$K$,1,0.006577193,163252290756.8624
128,4096,262144,BlockSelect,1,0.0050981425,210614321588.6963
128,4096,262144,GridSelect,1,0.0044062956,243683565850.6433
128,4096,262144,bits,1,0.0023198779,462844110890.4913
256,64,16777216,AIR Top-$K$,1,0.006556988800000001,163755323785.21066
256,64,16777216,BlockSelect,1,0.0588908812,18232734883.919514
256,64,16777216,GridSelect,1,0.0081824866,131224391372.66658
256,64,16777216,bits,1,0.0032818744,327173344598.4405
256,256,4194304,AIR Top-$K$,1,0.0064481033999999994,166520565411.52863
256,256,4194304,BlockSelect,1,0.0150967249,71124156471.8451
256,256,4194304,GridSelect,1,0.0098384158,109137674787.03227
256,256,4194304,bits,1,0.0023909676,449082548839.2231
256,1024,1048576,AIR Top-$K$,1,0.0066070633,162514232911.92017
256,1024,1048576,BlockSelect,1,0.0079119751,135710971082.30283
256,1024,1048576,GridSelect,1,0.0067731744,158528595395.38803
256,1024,1048576,bits,1,0.0022971148,467430632548.27313
256,4096,262144,AIR Top-$K$,1,0.0067271043,159614267315.58185
256,4096,262144,BlockSelect,1,0.0068276084,157264705456.7453
256,4096,262144,GridSelect,1,0.0065684036,163470744093.73993
256,4096,262144,bits,1,0.0023340688,460030065951.7834
512,64,16777216,AIR Top-$K$,1,0.0066592926,161239622358.68716
512,64,16777216,BlockSelect,1,0.059353956500000006,18090484397.615513
512,64,16777216,GridSelect,1,0.0160525893,66889011108.0086
512,64,16777216,bits,1,0.0033266218,322772436590.1769
512,256,4194304,AIR Top-$K$,1,0.0064662286,166053798964.05145
512,256,4194304,BlockSelect,1,0.0153804148,69812279965.29716
512,256,4194304,GridSelect,1,0.0195487137,54926469356.39555
512,256,4194304,bits,1,0.0024106335,445418942365.1501
512,1024,1048576,AIR Top-$K$,1,0.006619919,162198634756.70926
512,1024,1048576,BlockSelect,1,0.0051368412000000006,209027646017.1671
512,1024,1048576,GridSelect,1,0.0113454957,94640362342.21129
512,1024,1048576,bits,1,0.0023453471,457817874377.7414
512,4096,262144,AIR Top-$K$,1,0.006689150600000001,160519905770.9958
512,4096,262144,BlockSelect,1,0.007065331499999999,151973311372.58035
512,4096,262144,GridSelect,1,0.012906599599999999,83193238907.01624
512,4096,262144,bits,1,0.0025105706,427688360566.3191
1024,64,16777216,AIR Top-$K$,1,0.0065581063,163727419910.83615
1024,64,16777216,BlockSelect,1,0.059542459400000004,18033212514.56402
1024,64,16777216,GridSelect,1,0.0222463448,48265988577.14369
1024,64,16777216,bits,1,0.0035562514000000004,301930798255.7138
1024,256,4194304,AIR Top-$K$,1,0.006472361899999999,165896444078.62918
1024,256,4194304,BlockSelect,1,0.0160252091,67003295701.14626
1024,256,4194304,GridSelect,1,0.0269702936,39812018360.82348
1024,256,4194304,bits,1,0.0029688409,361670382538.8555
1024,1024,1048576,AIR Top-$K$,1,0.006738164400000001,159352274634.32028
1024,1024,1048576,BlockSelect,1,0.0106428224,100888822874.654
1024,1024,1048576,GridSelect,1,0.0182659402,58783824552.3217
1024,1024,1048576,bits,1,0.0025034021,428913047568.34705
1024,4096,262144,AIR Top-$K$,1,0.0069068309999999996,155460850859.0988
1024,4096,262144,BlockSelect,1,0.018102310700000002,59315180354.29587
1024,4096,262144,GridSelect,1,0.0159735856,67219837229.28182
1024,4096,262144,bits,1,0.0040049484,268103784807.81427
2048,64,16777216,AIR Top-$K$,1,0.0068064416,157753770193.22403
2048,64,16777216,GridSelect,1,0.026082149,41167689978.30662
2048,64,16777216,bits,1,0.0035043173999999996,306405414075.79126
2048,256,4194304,AIR Top-$K$,1,0.0065095198,164949467393.89285
2048,256,4194304,GridSelect,1,0.040247305,26678601809.487617
2048,256,4194304,bits,1,0.0033981334000000004,315979891784.11884
2048,1024,1048576,AIR Top-$K$,1,0.006730636600000001,159530500279.8695
2048,1024,1048576,GridSelect,1,0.037693264000000004,28486305245.41467
2048,1024,1048576,bits,1,0.0029836734,359872439121.52045
2048,4096,262144,AIR Top-$K$,1,0.006959093800000001,154293339744.8961
2048,4096,262144,GridSelect,1,0.0421045887,25501776817.02422
2048,4096,262144,bits,1,0.005215389,205879527682.40298
